filename,severity,bin
AM_Bing_211.png,73.98294830322266,low
AM_Bing_217.png,103.81173706054688,medium
AM_Bing_222.png,111.70518493652344,medium
AM_Bing_229.png,108.59138488769531,medium
AM_Bing_232.png,31.700531005859375,low
AM_Bing_242.png,108.35326385498047,medium
AM_Bing_243.png,152.57037353515625,high
AM_Bing_274.png,108.63876342773438,medium
AM_Bing_318.png,80.06981658935547,low
AM_Bing_422.png,90.22447967529297,low
AM_Bing_464.png,39.322017669677734,low
AM_Bing_536.png,169.99632263183594,high
AM_Bing_640.png,42.3381462097168,low
AM_Bing_727.png,126.8117904663086,medium
AM_Google_019.png,101.66808319091797,low
AM_Google_035.png,119.60445404052734,medium
AM_Google_067.png,93.05269622802734,low
AM_Google_10.png,42.631072998046875,low
AM_Google_228.png,152.47703552246094,high
AM_Google_244.png,137.94482421875,high
AM_Google_246.png,106.1009750366211,medium
AM_Google_250.png,135.31527709960938,high
AM_Google_289.png,98.6444320678711,low
AM_Google_309.png,160.26898193359375,high
AM_Google_320.png,89.73888397216797,low
AM_Google_359.png,148.88340759277344,high
AM_Google_411.png,84.26299285888672,low
AM_Google_494.png,122.50227355957031,medium
AM_Google_525.png,44.57477951049805,low
AM_Google_617.png,107.75433349609375,medium
AM_Google_707.png,197.17547607421875,high
AM_Google_711.png,133.0322723388672,high
AM_Google_754.png,170.62905883789062,high
AM_Google_768.png,128.56361389160156,high
AM_Google_796.png,135.8077392578125,high
AM_Google_869.png,93.93468475341797,low
BD_Baidu_000.png,129.83604431152344,high
BD_Baidu_007.png,143.10032653808594,high
BD_Baidu_018.png,168.139404296875,high
BD_Baidu_022.png,93.72693634033203,low
BD_Baidu_023.png,191.20022583007812,high
BD_Baidu_031.png,57.760887145996094,low
BD_Baidu_038.png,108.45909881591797,medium
BD_Baidu_039.png,105.4784164428711,medium
BD_Baidu_042.png,178.25172424316406,high
BD_Baidu_045.png,91.76570892333984,low
BD_Baidu_046.png,137.5447998046875,high
BD_Baidu_050.png,147.73379516601562,high
BD_Baidu_058.png,136.88031005859375,high
BD_Baidu_059.png,113.22335052490234,medium
BD_Baidu_062.png,65.18596649169922,low
BD_Baidu_065.png,71.67884063720703,low
BD_Baidu_074.png,145.44131469726562,high
BD_Baidu_076.png,157.2223663330078,high
BD_Baidu_078.png,123.78644561767578,medium
BD_Baidu_08.png,134.35635375976562,high
BD_Baidu_081.png,127.93086242675781,medium
BD_Baidu_084.png,120.45281982421875,medium
BD_Baidu_087.png,109.38660430908203,medium
BD_Baidu_088.png,147.3189239501953,high
BD_Baidu_095.png,119.08052062988281,medium
BD_Baidu_097.png,101.40766143798828,low
BD_Baidu_10.png,92.30538940429688,low
BD_Baidu_102.png,105.22745513916016,medium
BD_Baidu_104.png,119.0700912475586,medium
BD_Baidu_105.png,121.06175231933594,medium
BD_Baidu_116.png,116.51094818115234,medium
BD_Baidu_117.png,148.83897399902344,high
BD_Baidu_129.png,150.43319702148438,high
BD_Baidu_133.png,156.86610412597656,high
BD_Baidu_134.png,189.41685485839844,high
BD_Baidu_137.png,130.80345153808594,high
BD_Baidu_142.png,136.05332946777344,high
BD_Baidu_143.png,115.82919311523438,medium
BD_Baidu_145.png,124.14075469970703,medium
BD_Baidu_166.png,115.61499786376953,medium
BD_Baidu_174.png,56.47727584838867,low
BD_Baidu_18.png,91.79593658447266,low
BD_Baidu_195.png,150.8504180908203,high
BD_Baidu_196.png,128.65859985351562,high
BD_Baidu_199.png,117.14131164550781,medium
BD_Baidu_200.png,126.59005737304688,medium
BD_Baidu_201.png,148.99522399902344,high
BD_Baidu_208.png,124.12853240966797,medium
BD_Baidu_209.png,166.14981079101562,high
BD_Baidu_211.png,120.98001098632812,medium
BD_Baidu_216.png,45.22392272949219,low
BD_Baidu_222.png,118.71041107177734,medium
BD_Baidu_224.png,168.2490692138672,high
BD_Baidu_247.png,119.40047454833984,medium
BD_Baidu_249.png,108.54059600830078,medium
BD_Baidu_250.png,142.4935302734375,high
BD_Baidu_254.png,127.48477172851562,medium
BD_Baidu_256.png,133.40830993652344,high
BD_Baidu_277.png,146.79246520996094,high
BD_Baidu_281.png,132.71327209472656,high
BD_Baidu_284.png,144.0738525390625,high
BD_Baidu_285.png,124.12366485595703,medium
BD_Baidu_29.png,76.11412048339844,low
BD_Baidu_291.png,127.6992416381836,medium
BD_Baidu_299.png,123.45314025878906,medium
BD_Baidu_306.png,116.92214965820312,medium
BD_Baidu_322.png,73.83658599853516,low
BD_Baidu_332.png,104.0416030883789,medium
BD_Baidu_338.png,155.69583129882812,high
BD_Baidu_347.png,171.76925659179688,high
BD_Baidu_355.png,144.57989501953125,high
BD_Baidu_375.png,144.467529296875,high
BD_Baidu_383.png,74.61486053466797,low
BD_Baidu_385.png,134.6105194091797,high
BD_Baidu_388.png,152.072509765625,high
BD_Baidu_389.png,74.26210021972656,low
BD_Baidu_391.png,128.79270935058594,high
BD_Baidu_397.png,139.97805786132812,high
BD_Baidu_410.png,137.97262573242188,high
BD_Baidu_424.png,129.95663452148438,high
BD_Baidu_428.png,163.76828002929688,high
BD_Baidu_451.png,75.02720642089844,low
BD_Baidu_461.png,89.28350067138672,low
BD_Baidu_464.png,174.93846130371094,high
BD_Baidu_476.png,180.5450897216797,high
BD_Baidu_481.png,108.13018798828125,medium
BD_Baidu_486.png,131.74632263183594,high
BD_Bing_013.png,152.49136352539062,high
BD_Bing_04.png,170.7476348876953,high
BD_Bing_042.png,113.10376739501953,medium
BD_Bing_068.png,142.77626037597656,high
BD_Bing_080.png,122.78104400634766,medium
BD_Bing_084.png,154.84608459472656,high
BD_Bing_091.png,153.32131958007812,high
BD_Bing_096.png,152.68507385253906,high
BD_Bing_097.png,112.00834655761719,medium
BD_Bing_18.png,168.2069549560547,high
BD_Bing_195.png,171.75340270996094,high
BD_Bing_216.png,87.41938781738281,low
BD_Bing_23.png,131.3184051513672,high
BD_Bing_231.png,106.6236343383789,medium
BD_Bing_232.png,118.51507568359375,medium
BD_Bing_237.png,146.07728576660156,high
BD_Bing_26.png,149.6685028076172,high
BD_Bing_302.png,159.664794921875,high
BD_Bing_303.png,176.1181182861328,high
BD_Bing_308.png,155.33392333984375,high
BD_Bing_331.png,65.81268310546875,low
BD_Bing_358.png,53.0169677734375,low
BD_Bing_393.png,144.29318237304688,high
BD_Bing_420.png,75.19772338867188,low
BD_Bing_423.png,150.22750854492188,high
BD_Bing_463.png,141.662353515625,high
BD_Bing_479.png,89.38324737548828,low
BD_Bing_484.png,117.1803970336914,medium
BD_Bing_49.png,114.42839050292969,medium
BD_Bing_515.png,101.60897064208984,low
BD_Bing_549.png,114.04170989990234,medium
BD_Bing_606.png,104.72675323486328,medium
BD_Bing_609.png,104.72137451171875,medium
BD_Bing_634.png,98.61315155029297,low
BD_Bing_643.png,79.95060729980469,low
BD_Bing_655.png,69.61234283447266,low
BD_Bing_660.png,79.08963775634766,low
BD_Bing_664.png,135.30247497558594,high
BD_Bing_695.png,134.6026611328125,high
BD_Bing_732.png,164.7693634033203,high
BD_Bing_74.png,120.59159851074219,medium
BD_Bing_742.png,176.93783569335938,high
BD_Bing_763.png,70.42919158935547,low
BD_Bing_789.png,114.91265106201172,medium
BD_Bing_802.png,186.4004364013672,high
BD_Google_00.png,130.3159942626953,high
BD_Google_054.png,122.53186798095703,medium
BD_Google_098.png,96.41297149658203,low
BD_Google_126.png,137.10653686523438,high
BD_Google_129.png,124.5786361694336,medium
BD_Google_249.png,165.46951293945312,high
BD_Google_253.png,73.32664489746094,low
BD_Google_329.png,150.80320739746094,high
BD_Google_343.png,126.29090118408203,medium
BD_Google_357.png,69.38895416259766,low
BD_Google_360.png,93.47882080078125,low
BD_Google_368.png,108.60941314697266,medium
BD_Google_372.png,63.93186569213867,low
BD_Google_378.png,123.60480499267578,medium
BD_Google_380.png,77.44402313232422,low
BD_Google_381.png,46.71892547607422,low
BD_Google_396.png,67.81391143798828,low
BD_Google_397.png,105.25862121582031,medium
BD_Google_421.png,50.36048126220703,low
BD_Google_428.png,108.13600158691406,medium
BD_Google_435.png,131.67193603515625,high
BD_Google_443.png,110.44546508789062,medium
BD_Google_466.png,166.433837890625,high
BD_Google_501.png,136.31346130371094,high
BD_Google_569.png,109.3447265625,medium
BD_Google_598.png,82.82777404785156,low
BJ_Baidu_015.png,148.38929748535156,high
BJ_Baidu_02.png,68.25065612792969,low
BJ_Baidu_029.png,113.9631118774414,medium
BJ_Baidu_04.png,67.24940490722656,low
BJ_Baidu_045.png,145.7572784423828,high
BJ_Baidu_066.png,92.15620422363281,low
BJ_Baidu_069.png,107.64656829833984,medium
BJ_Baidu_071.png,109.79053497314453,medium
BJ_Baidu_072.png,58.87213134765625,low
BJ_Baidu_077.png,126.59271240234375,medium
BJ_Baidu_080.png,119.28569793701172,medium
BJ_Baidu_082.png,67.42405700683594,low
BJ_Baidu_093.png,86.34183502197266,low
BJ_Baidu_095.png,82.56636810302734,low
BJ_Baidu_1023.png,78.94308471679688,low
BJ_Baidu_1035.png,73.87532806396484,low
BJ_Baidu_1039.png,111.09625244140625,medium
BJ_Baidu_1081.png,166.1388397216797,high
BJ_Baidu_1086.png,44.95254898071289,low
BJ_Baidu_1090.png,104.65505981445312,medium
BJ_Baidu_1099.png,73.60677337646484,low
BJ_Baidu_1132.png,101.0673599243164,low
BJ_Baidu_1153.png,101.03288269042969,low
BJ_Baidu_1158.png,86.09720611572266,low
BJ_Baidu_1167.png,142.63832092285156,high
BJ_Baidu_1168.png,108.7267074584961,medium
BJ_Baidu_1170.png,103.42042541503906,medium
BJ_Baidu_118.png,107.6912612915039,medium
BJ_Baidu_1184.png,64.20536804199219,low
BJ_Baidu_1191.png,120.49905395507812,medium
BJ_Baidu_1194.png,155.38607788085938,high
BJ_Baidu_1202.png,127.4970703125,medium
BJ_Baidu_1213.png,87.87999725341797,low
BJ_Baidu_126.png,89.97039031982422,low
BJ_Baidu_1269.png,113.81897735595703,medium
BJ_Baidu_132.png,191.59719848632812,high
BJ_Baidu_138.png,138.00320434570312,high
BJ_Baidu_144.png,158.28407287597656,high
BJ_Baidu_153.png,130.9530487060547,high
BJ_Baidu_156.png,84.41820526123047,low
BJ_Baidu_157.png,140.41831970214844,high
BJ_Baidu_164.png,102.38851928710938,low
BJ_Baidu_165.png,125.21636962890625,medium
BJ_Baidu_168.png,110.3301773071289,medium
BJ_Baidu_171.png,112.4936294555664,medium
BJ_Baidu_173.png,106.2726058959961,medium
BJ_Baidu_181.png,107.53893280029297,medium
BJ_Baidu_183.png,94.04127502441406,low
BJ_Baidu_192.png,108.6028060913086,medium
BJ_Baidu_199.png,70.82318878173828,low
BJ_Baidu_202.png,138.01458740234375,high
BJ_Baidu_207.png,93.28968811035156,low
BJ_Baidu_21.png,133.82949829101562,high
BJ_Baidu_212.png,118.95785522460938,medium
BJ_Baidu_217.png,109.95823669433594,medium
BJ_Baidu_220.png,82.31224822998047,low
BJ_Baidu_221.png,77.00945281982422,low
BJ_Baidu_232.png,148.0209197998047,high
BJ_Baidu_248.png,84.7536392211914,low
BJ_Baidu_260.png,115.00006103515625,medium
BJ_Baidu_275.png,93.35507202148438,low
BJ_Baidu_279.png,124.06670379638672,medium
BJ_Baidu_284.png,112.15096282958984,medium
BJ_Baidu_287.png,80.7501449584961,low
BJ_Baidu_290.png,168.66905212402344,high
BJ_Baidu_309.png,131.73199462890625,high
BJ_Baidu_320.png,111.87283325195312,medium
